"Serviços em instalações elétricas devem ser precedidos de _____ específicas, aprovadas por trabalhador autorizado.",ordens de serviço
"Trabalhadores autorizados devem ser submetidos a _____ compatível com as atividades, em conformidade com a NR 7.",exame de saúde
Definição (NR 10): Área Classificada.,Local com potencialidade de ocorrência de atmosfera explosiva.
"Na sequência de reenergização, qual é o último passo a ser executado?","O destravamento, se houver, e a religação dos dispositivos de seccionamento."
"A alteração dos procedimentos de desenergização e reenergização só pode ser feita por profissional habilitado e autorizado, mediante o quê?","Mediante justificativa técnica previamente formalizada, mantendo o mesmo nível de segurança."
A alternância de atividades deve considerar a análise de riscos das tarefas e a _____ dos trabalhadores envolvidos.,competência
As empresas devem promover ações de controle de riscos originados por _____ em suas instalações elétricas.,outrem (terceiros)
O que a documentação prevista na NR 10 deve estar permanentemente?,À disposição dos trabalhadores que atuam em serviços e instalações elétricas.
O que o manual de auxílio da NR 10 define como 'operações elementares'?,"Ações simples e corriqueiras que não exponham a risco as pessoas que as realizam, como ligar interruptores ou conectar plugs."
"Qual o conceito de responsabilidade solidária, segundo o manual da NR 10?","Tanto a empresa contratante quanto as contratadas são responsáveis pelo cumprimento da norma, com base na culpa 'in eligendo' (na escolha) e 'in vigilando' (na fiscalização)."
"No curso básico de 40h da NR 10, qual é um dos tópicos obrigatórios relacionados a emergências?","Primeiros socorros, com noções sobre lesões, priorização do atendimento, respiração artificial e massagem cardíaca."
"No curso complementar do SEP, qual é um dos riscos típicos a serem abordados?","Riscos como proximidade e contatos com partes energizadas, indução, descargas atmosféricas, estática e campos elétricos e magnéticos."
O que a figura do Anexo II da NR 10 representa com a sigla 'PE'?,PE representa o Ponto da instalação energizado.
"De acordo com o Anexo II da NR 10, o acesso à Zona de Risco (ZR) é restrito a quem?","É restrito a trabalhadores autorizados e com a adoção de técnicas, instrumentos e equipamentos apropriados ao trabalho."
